title,address,coordinates,id,metro,additionalAddress,seoname,ratingData,categories,phones,socialLinks,urls
Колесо,"просп. Андропова, 8, Москва","[37.664698, 55.695707]",114071647690,"[{""id"": ""station__10104995"", ""name"": ""Технопарк"", ""distance"": ""100 м"", ""distanceValue"": 100.552, ""coordinates"": [37.664513002, 55.694803673], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""1727701241"", ""name"": ""Автозаводская"", ""distance"": ""1,39 км"", ""distanceValue"": 1392.59, ""coordinates"": [37.662866057, 55.705385532], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""1727701841"", ""name"": ""ЗИЛ"", ""distance"": ""1,48 км"", ""distanceValue"": 1483.95, ""coordinates"": [37.650620068, 55.69848756], ""type"": ""metro"", ""color"": ""#ff4c4c""}]",этаж 6,koleso,"{""ratingCount"": 829, ""ratingValue"": 5, ""reviewCount"": 683}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106168"", ""name"": ""учебный центр"", ""class"": ""college"", ""seoname"": ""educational_center"", ""pluralName"": ""Учебные центры""}]","[{""number"": ""+7 (495) 181-18-60"", ""type"": ""phone"", ""value"": ""+74951811860""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/74951811869?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+74951811869""}, {""type"": ""telegram"", ""href"": ""https://t.me/cooleso_bot"", ""readableHref"": ""@cooleso_bot""}, {""type"": ""ok"", ""href"": ""https://ok.ru/koleco"", ""readableHref"": ""ok.ru/koleco""}, {""type"": ""rutube"", ""href"": ""https://rutube.ru/channel/38952498"", ""readableHref"": ""rutube.ru/channel/38952498""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/school_moto"", ""readableHref"": ""vk.com/school_moto""}]","[""http://cooleso.ru/?utm_sourse=ymaps_andropova""]"
Мотошкола Мосгортранс,"Криворожская ул., 6, стр. 3, Москва","[37.616317, 55.669543]",230023773804,"[{""id"": ""station__9858858"", ""name"": ""Нагорная"", ""distance"": ""1,13 км"", ""distanceValue"": 1129.73, ""coordinates"": [37.610902693, 55.67277841], ""type"": ""metro"", ""color"": ""#999999""}, {""id"": ""station__9858859"", ""name"": ""Нахимовский проспект"", ""distance"": ""1,39 км"", ""distanceValue"": 1391.92, ""coordinates"": [37.60706072, 55.663594226], ""type"": ""metro"", ""color"": ""#999999""}, {""id"": ""station__9858798"", ""name"": ""Варшавская"", ""distance"": ""2,22 км"", ""distanceValue"": 2221.35, ""coordinates"": [37.61801765, 55.653540414], ""type"": ""metro"", ""color"": ""#60bfbf""}]",,motoshkola_mosgortrans,"{""ratingCount"": 15, ""ratingValue"": 4.599999904632568, ""reviewCount"": 8}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 950-42-93"", ""type"": ""phone"", ""value"": ""+74959504293""}, {""number"": ""+7 (910) 499-40-02"", ""type"": ""phone"", ""value"": ""+79104994002""}]",,"[""https://ukk.mosgortrans.ru/""]"
7 Небо,"Маломосковская ул., 22, стр. 1, Москва","[37.652625, 55.811745]",1081267744,"[{""id"": ""station__9858775"", ""name"": ""Алексеевская"", ""distance"": ""1,25 км"", ""distanceValue"": 1248.8, ""coordinates"": [37.638596874, 55.807953274], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858797"", ""name"": ""ВДНХ"", ""distance"": ""1,48 км"", ""distanceValue"": 1475.45, ""coordinates"": [37.640691166, 55.819604879], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""4936922676"", ""name"": ""Рижская"", ""distance"": ""2,86 км"", ""distanceValue"": 2864.95, ""coordinates"": [37.635122747, 55.79256978], ""type"": ""metro"", ""color"": ""#60bfbf""}]","этаж 3, комната 301",7_nebo,"{""ratingCount"": 60, ""ratingValue"": 4.699999809265137, ""reviewCount"": 33}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 615-55-05"", ""type"": ""phone"", ""value"": ""+74956155505""}, {""number"": ""+7 (495) 682-20-60"", ""type"": ""phone"", ""value"": ""+74956822060""}, {""number"": ""+7 (985) 059-89-48"", ""type"": ""phone"", ""value"": ""+79850598948""}]","[{""type"": ""vkontakte"", ""href"": ""http://vk.com/avtoshkola_7nebo"", ""readableHref"": ""vk.com/avtoshkola_7nebo""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79850598948?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%F0%9F%91%8B+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D1%83%D0%B5%D1%82+%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D0%B0%D0%B2%D1%82%D0%BE%D1%88%D0%BA%D0%BE%D0%BB%D0%B5"", ""readableHref"": ""+79850598948""}]",
Драйв,"ул. Линии Октябрьской Железной Дороги, 2, стр. 2, Москва","[37.5721, 55.838602]",101440235029,"[{""id"": ""station__9858879"", ""name"": ""Петровско-Разумовская"", ""distance"": ""320 м"", ""distanceValue"": 318.131, ""coordinates"": [37.575778811, 55.836672694], ""type"": ""metro"", ""color"": ""#999999""}, {""id"": ""1737079891"", ""name"": ""Петровско-Разумовская"", ""distance"": ""350 м"", ""distanceValue"": 354.9, ""coordinates"": [37.575164722, 55.836535861], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""2244535785"", ""name"": ""Окружная"", ""distance"": ""1,15 км"", ""distanceValue"": 1151.97, ""coordinates"": [37.573250923, 55.847144756], ""type"": ""metro"", ""color"": ""#9fbf00""}]",этаж 3,drayv,"{""ratingCount"": 222, ""ratingValue"": 4.900000095367432, ""reviewCount"": 172}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (985) 060-66-66"", ""type"": ""phone"", ""value"": ""+79850606666""}, {""number"": ""+7 (917) 038-40-01"", ""type"": ""phone"", ""value"": ""+79170384001""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/drivemsc77"", ""readableHref"": ""@drivemsc77""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/mskdrive"", ""readableHref"": ""vk.com/mskdrive""}]","[""http://www.drive-msc.ru/""]"
Евродрайв,"Ленинградское ш., 21, Москва","[37.492416, 55.822801]",128755876814,"[{""id"": ""1727530581"", ""name"": ""Балтийская"", ""distance"": ""350 м"", ""distanceValue"": 348.836, ""coordinates"": [37.495188717, 55.824533651], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""station__9858801"", ""name"": ""Войковская"", ""distance"": ""500 м"", ""distanceValue"": 499.151, ""coordinates"": [37.496624232, 55.819885058], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""1727496491"", ""name"": ""Стрешнево"", ""distance"": ""1,15 км"", ""distanceValue"": 1147.71, ""coordinates"": [37.487348599, 55.815610339], ""type"": ""metro"", ""color"": ""#ff4c4c""}]",этаж цокольный,yevrodrayv,"{""ratingCount"": 257, ""ratingValue"": 5, ""reviewCount"": 196}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106168"", ""name"": ""учебный центр"", ""class"": ""college"", ""seoname"": ""educational_center"", ""pluralName"": ""Учебные центры""}]","[{""number"": ""+7 (495) 664-89-19"", ""type"": ""phone"", ""value"": ""+74956648919"", ""info"": ""Многоканальный""}, {""number"": ""+7 (915) 316-49-21"", ""type"": ""phone"", ""value"": ""+79153164921""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/+79153164921"", ""readableHref"": ""@+79153164921""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/avtoshkola_evrodrive"", ""readableHref"": ""vk.com/avtoshkola_evrodrive""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UCqTDhal90IJ5f9LaMiLhm3Q"", ""readableHref"": ""www.youtube.com/@UCqTDhal90IJ5f9LaMiLhm3Q""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/+79153164921?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""++79153164921""}]","[""https://evrodrive.ru/avtoshkola-voykovskaya""]"
Мотоняня,"Красноярская ул., 17, Москва","[37.828572, 55.828045]",36113115827,"[{""id"": ""station__9858947"", ""name"": ""Щёлковская"", ""distance"": ""3,6 км"", ""distanceValue"": 3582.84, ""coordinates"": [37.798815644, 55.81070641], ""type"": ""metro"", ""color"": ""#0070bf""}]",,motonyanya,"{""ratingCount"": 302, ""ratingValue"": 5, ""reviewCount"": 268}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""210249437949"", ""name"": ""мотодром"", ""class"": ""racing"", ""seoname"": ""motor_race_track"", ""pluralName"": ""Мотодромы""}, {""id"": ""184105264"", ""name"": ""автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}]","[{""number"": ""+7 (903) 750-38-50"", ""type"": ""phone"", ""value"": ""+79037503850"", ""info"": ""Мотоняня инструктор""}, {""number"": ""+7 (985) 933-15-02"", ""type"": ""phone"", ""value"": ""+79859331502""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/Motonanny"", ""readableHref"": ""@Motonanny""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79037503850?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79037503850""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/c/MotoNanny"", ""readableHref"": ""www.youtube.com/@MotoNanny""}, {""type"": ""telegram"", ""href"": ""https://t.me/motonanny"", ""readableHref"": ""@motonanny""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/public145985585"", ""readableHref"": ""vk.com/public145985585""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/motocreche"", ""readableHref"": ""vk.com/motocreche""}]","[""https://motonanny.ru/""]"
Альянс,"9-я Парковая ул., 60, Москва","[37.801606, 55.804443]",1802081745,"[{""id"": ""station__9858947"", ""name"": ""Щёлковская"", ""distance"": ""660 м"", ""distanceValue"": 658.555, ""coordinates"": [37.798852172, 55.808348518], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858877"", ""name"": ""Первомайская"", ""distance"": ""1,19 км"", ""distanceValue"": 1186.14, ""coordinates"": [37.799630666, 55.79573332], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858814"", ""name"": ""Измайловская"", ""distance"": ""2,99 км"", ""distanceValue"": 2990.9, ""coordinates"": [37.783309609, 55.787925206], ""type"": ""metro"", ""color"": ""#0070bf""}]",,alyans,"{""ratingCount"": 292, ""ratingValue"": 5, ""reviewCount"": 203}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 740-62-23"", ""type"": ""phone"", ""value"": ""+74957406223""}, {""number"": ""+7 (925) 806-92-39"", ""type"": ""phone"", ""value"": ""+79258069239"", ""info"": ""Whats up""}, {""number"": ""+7 (495) 740-65-23"", ""type"": ""phone"", ""value"": ""+74957406523""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/alyans_avtoshkola"", ""readableHref"": ""vk.com/alyans_avtoshkola""}, {""type"": ""telegram"", ""href"": ""https://t.me/+79258069239"", ""readableHref"": ""@+79258069239""}]","[""http://alyans.msk.ru/""]"
Юность,"Зелёный просп., 60/35, Москва","[37.817813, 55.749682]",3661964549,"[{""id"": ""station__9858860"", ""name"": ""Новогиреево"", ""distance"": ""197 м"", ""distanceValue"": 197.316, ""coordinates"": [37.818675002, 55.75118466], ""type"": ""metro"", ""color"": ""#ffd000""}, {""id"": ""station__9858878"", ""name"": ""Перово"", ""distance"": ""2,23 км"", ""distanceValue"": 2234.17, ""coordinates"": [37.78826878, 55.751286482], ""type"": ""metro"", ""color"": ""#ffd000""}, {""id"": ""station__9887191"", ""name"": ""Новокосино"", ""distance"": ""4,5 км"", ""distanceValue"": 4483.66, ""coordinates"": [37.86217875, 55.743794387], ""type"": ""metro"", ""color"": ""#ffd000""}]",,yunost,"{""ratingCount"": 281, ""ratingValue"": 5, ""reviewCount"": 135}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (903) 726-77-98"", ""type"": ""phone"", ""value"": ""+79037267798""}, {""number"": ""+7 (925) 589-02-50"", ""type"": ""phone"", ""value"": ""+79255890250""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/avto_unost"", ""readableHref"": ""vk.com/avto_unost""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UClDtGE4-RaEsT2GkdkLKOkQ?view_as=subscriber"", ""readableHref"": ""www.youtube.com/@UClDtGE4-RaEsT2GkdkLKOkQ""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79037267798?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79037267798""}, {""type"": ""telegram"", ""href"": ""https://t.me/Larisafour"", ""readableHref"": ""@Larisafour""}, {""type"": ""max"", ""href"": ""https://max.ru/u/f9LHodD0cOLnWEFOPins023uRzT9xZYn8zJY2DxGBflibOMUFE8nm5fGnLo"", ""readableHref"": ""max.ru/u/f9LHodD0cOLnWEFOPins023uRzT9xZYn8zJY2DxGBflibOMUFE8nm5fGnLo""}]","[""https://avtounost.ru/?utm_campaign=maps_nov&utm_medium=cpc&utm_source=yandexmaps""]"
ФормулаСити,"Староватутинский пр., 1, Москва","[37.675868, 55.873418]",111134348553,"[{""id"": ""station__9858781"", ""name"": ""Бабушкинская"", ""distance"": ""890 м"", ""distanceValue"": 892.459, ""coordinates"": [37.665249817, 55.870587554], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858851"", ""name"": ""Медведково"", ""distance"": ""2,16 км"", ""distanceValue"": 2163.16, ""coordinates"": [37.661239394, 55.885996272], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858900"", ""name"": ""Свиблово"", ""distance"": ""2,79 км"", ""distanceValue"": 2789.35, ""coordinates"": [37.653845162, 55.856145602], ""type"": ""metro"", ""color"": ""#f28b24""}]",,formulasiti,"{""ratingCount"": 300, ""ratingValue"": 5, ""reviewCount"": 219}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (926) 711-74-95"", ""type"": ""phone"", ""value"": ""+79267117495""}, {""number"": ""+7 (926) 877-74-95"", ""type"": ""phone"", ""value"": ""+79268777495""}]","[{""type"": ""vkontakte"", ""href"": ""http://vk.com/afc_drive_shcool"", ""readableHref"": ""vk.com/afc_drive_shcool""}, {""type"": ""telegram"", ""href"": ""https://t.me/formulacity"", ""readableHref"": ""@formulacity""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79268777495?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79268777495""}]","[""https://formulacity.ru/""]"
Центр образования автошкол столицы,"Дегунинская ул., 1, корп. 2, Москва","[37.539831, 55.863372]",181927911849,"[{""id"": ""2244536875"", ""name"": ""Селигерская"", ""distance"": ""520 м"", ""distanceValue"": 520.878, ""coordinates"": [37.54630356, 55.865232427], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""2244536395"", ""name"": ""Верхние Лихоборы"", ""distance"": ""1,64 км"", ""distanceValue"": 1636.43, ""coordinates"": [37.559385712, 55.857501397], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""5286111656"", ""name"": ""Яхромская"", ""distance"": ""2,09 км"", ""distanceValue"": 2094.17, ""coordinates"": [37.545321296, 55.878860623], ""type"": ""metro"", ""color"": ""#9fbf00""}]","этаж 1, офис 112",tsentr_obrazovaniya_avtoshkol_stolitsy,"{""ratingCount"": 249, ""ratingValue"": 5, ""reviewCount"": 179}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 201-38-58"", ""type"": ""phone"", ""value"": ""+74952013858""}, {""number"": ""+7 (499) 487-56-92"", ""type"": ""phone"", ""value"": ""+74994875692""}, {""number"": ""+7 (926) 513-58-75"", ""type"": ""phone"", ""value"": ""+79265135875""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/coas_autoschool"", ""readableHref"": ""vk.com/coas_autoschool""}]","[""http://coasdriving.ru/""]"
Техника,"Дмитровское ш., 81, Москва","[37.54968, 55.861786]",205790777687,"[{""id"": ""2244536875"", ""name"": ""Селигерская"", ""distance"": ""570 м"", ""distanceValue"": 568.87, ""coordinates"": [37.548136805, 55.86562037], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""2244536395"", ""name"": ""Верхние Лихоборы"", ""distance"": ""900 м"", ""distanceValue"": 896.881, ""coordinates"": [37.559385712, 55.857501397], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""5286111656"", ""name"": ""Яхромская"", ""distance"": ""2,14 км"", ""distanceValue"": 2139.79, ""coordinates"": [37.546421771, 55.879084374], ""type"": ""metro"", ""color"": ""#9fbf00""}]",,tekhnika,"{""ratingCount"": 219, ""ratingValue"": 5, ""reviewCount"": 147}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 118-44-18"", ""type"": ""phone"", ""value"": ""+74951184418""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/avtoshkola_tehnika"", ""readableHref"": ""vk.com/avtoshkola_tehnika""}, {""type"": ""telegram"", ""href"": ""https://t.me/studytehnika"", ""readableHref"": ""@studytehnika""}]","[""https://avtoshkola-tehnika.ru/""]"
